x,y,z,label
265.0,324.0,350.0,1.0
265.0,324.0,350.0,1.0
266.0,324.0,351.0,1.0
265.0,323.0,352.0,1.0
265.0,323.0,352.0,1.0
265.0,324.0,353.0,1.0
266.0,325.0,351.0,1.0
266.0,325.0,350.0,1.0
266.0,325.0,349.0,1.0
266.0,325.0,349.0,1.0
266.0,326.0,350.0,1.0
266.0,324.0,348.0,1.0
265.0,324.0,350.0,1.0
264.0,320.0,352.0,1.0
264.0,321.0,353.0,1.0
265.0,325.0,351.0,1.0
265.0,325.0,351.0,1.0
266.0,326.0,350.0,1.0
266.0,325.0,350.0,1.0
266.0,325.0,349.0,1.0
266.0,325.0,349.0,1.0
266.0,323.0,350.0,1.0
265.0,321.0,353.0,1.0
265.0,321.0,352.0,1.0
265.0,324.0,353.0,1.0
265.0,326.0,352.0,1.0
266.0,326.0,351.0,1.0
266.0,326.0,350.0,1.0
266.0,325.0,350.0,1.0
266.0,325.0,351.0,1.0
266.0,326.0,351.0,1.0
265.0,323.0,351.0,1.0
265.0,321.0,352.0,1.0
265.0,320.0,351.0,1.0
265.0,322.0,351.0,1.0
266.0,324.0,352.0,1.0
266.0,325.0,352.0,1.0
266.0,326.0,351.0,1.0
266.0,325.0,351.0,1.0
266.0,325.0,350.0,1.0
266.0,323.0,350.0,1.0
265.0,323.0,350.0,1.0
265.0,322.0,353.0,1.0
264.0,322.0,353.0,1.0
265.0,324.0,352.0,1.0
265.0,324.0,351.0,1.0
265.0,323.0,349.0,1.0
266.0,323.0,349.0,1.0
298.0,325.0,278.0,2.0
298.0,324.0,276.0,2.0
299.0,324.0,275.0,2.0
300.0,325.0,276.0,2.0
300.0,326.0,277.0,2.0
301.0,326.0,279.0,2.0
302.0,325.0,277.0,2.0
301.0,322.0,275.0,2.0
301.0,322.0,275.0,2.0
300.0,322.0,275.0,2.0
299.0,322.0,275.0,2.0
299.0,323.0,275.0,2.0
300.0,324.0,275.0,2.0
300.0,324.0,276.0,2.0
300.0,324.0,276.0,2.0
300.0,324.0,276.0,2.0
300.0,324.0,276.0,2.0
300.0,324.0,276.0,2.0
299.0,324.0,276.0,2.0
299.0,324.0,277.0,2.0
299.0,325.0,277.0,2.0
299.0,325.0,277.0,2.0
299.0,325.0,276.0,2.0
299.0,324.0,277.0,2.0
298.0,324.0,278.0,2.0
298.0,324.0,279.0,2.0
299.0,325.0,278.0,2.0
299.0,325.0,277.0,2.0
299.0,323.0,276.0,2.0
300.0,324.0,275.0,2.0
299.0,323.0,275.0,2.0
299.0,323.0,276.0,2.0
299.0,323.0,275.0,2.0
299.0,322.0,276.0,2.0
299.0,323.0,278.0,2.0
299.0,325.0,278.0,2.0
299.0,325.0,277.0,2.0
299.0,324.0,276.0,2.0
300.0,325.0,275.0,2.0
301.0,325.0,276.0,2.0
301.0,327.0,278.0,2.0
301.0,327.0,277.0,2.0
302.0,325.0,276.0,2.0
301.0,324.0,277.0,2.0
300.0,323.0,277.0,2.0
299.0,323.0,276.0,2.0
298.0,324.0,276.0,2.0
299.0,325.0,276.0,2.0
300.0,325.0,276.0,2.0
301.0,326.0,276.0,2.0
301.0,327.0,276.0,2.0
301.0,326.0,277.0,2.0
300.0,324.0,277.0,2.0
300.0,323.0,276.0,2.0
298.0,321.0,277.0,2.0
299.0,323.0,276.0,2.0
299.0,325.0,276.0,2.0
299.0,325.0,275.0,2.0
299.0,325.0,277.0,2.0
300.0,325.0,276.0,2.0
300.0,325.0,276.0,2.0
300.0,325.0,276.0,2.0
301.0,325.0,277.0,2.0
301.0,324.0,277.0,2.0
300.0,324.0,277.0,2.0
300.0,324.0,276.0,2.0
300.0,324.0,276.0,2.0
300.0,323.0,276.0,2.0
300.0,324.0,276.0,2.0
299.0,324.0,276.0,2.0
300.0,325.0,276.0,2.0
300.0,326.0,276.0,2.0
300.0,325.0,276.0,2.0
301.0,325.0,277.0,2.0
301.0,325.0,276.0,2.0
300.0,324.0,275.0,2.0
300.0,325.0,276.0,2.0
299.0,324.0,278.0,2.0
299.0,324.0,276.0,2.0
299.0,324.0,275.0,2.0
299.0,324.0,276.0,2.0
299.0,324.0,278.0,2.0
300.0,325.0,278.0,2.0
300.0,325.0,277.0,2.0
300.0,326.0,276.0,2.0
300.0,325.0,276.0,2.0
300.0,325.0,276.0,2.0
300.0,325.0,276.0,2.0
300.0,325.0,276.0,2.0
300.0,325.0,277.0,2.0
300.0,324.0,277.0,2.0
299.0,324.0,276.0,2.0
299.0,324.0,277.0,2.0
299.0,324.0,277.0,2.0
300.0,324.0,276.0,2.0
300.0,326.0,275.0,2.0
301.0,326.0,275.0,2.0
301.0,325.0,276.0,2.0
300.0,325.0,277.0,2.0
300.0,325.0,278.0,2.0
